DeliveryDate,HourEnding,AncillaryType,MCPC,DSTFlag
12/07/2025,09:00,REGDN,3.22,N
12/07/2025,09:00,REGUP,4.8,N
12/07/2025,09:00,RRS,4.02,N
12/07/2025,09:00,NSPIN,5.29,N
12/07/2025,10:00,ECRS,2.9,N
12/07/2025,10:00,NSPIN,4.6,N
12/07/2025,10:00,RRS,2.71,N
12/07/2025,10:00,REGDN,1.58,N
12/07/2025,10:00,REGUP,3.4,N
12/07/2025,11:00,NSPIN,4.6,N
12/07/2025,11:00,ECRS,1,N
12/07/2025,11:00,RRS,0.91,N
12/07/2025,11:00,REGDN,3.37,N
12/07/2025,11:00,REGUP,2.31,N
12/07/2025,12:00,ECRS,0.91,N
12/07/2025,12:00,RRS,0.82,N
12/07/2025,12:00,NSPIN,5,N
12/07/2025,12:00,REGUP,1.3,N
12/07/2025,12:00,REGDN,2.41,N
12/07/2025,13:00,ECRS,0.88,N
12/07/2025,13:00,NSPIN,4.6,N
12/07/2025,13:00,RRS,0.79,N
12/07/2025,13:00,REGUP,1.4,N
12/07/2025,13:00,REGDN,2.34,N
12/07/2025,14:00,ECRS,1,N
12/07/2025,14:00,NSPIN,3.34,N
12/07/2025,14:00,RRS,0.97,N
12/07/2025,14:00,REGUP,1.95,N
12/07/2025,14:00,REGDN,1.98,N
12/07/2025,15:00,ECRS,1,N
12/07/2025,15:00,NSPIN,3.23,N
12/07/2025,15:00,RRS,0.91,N
12/07/2025,15:00,REGUP,2.31,N
12/07/2025,15:00,REGDN,14.22,N
12/07/2025,16:00,NSPIN,3.24,N
12/07/2025,16:00,ECRS,1.57,N
12/07/2025,16:00,RRS,1.38,N
12/07/2025,16:00,REGDN,20,N
12/07/2025,16:00,REGUP,3.25,N
12/07/2025,17:00,ECRS,1.58,N
12/07/2025,17:00,NSPIN,5,N
12/07/2025,17:00,RRS,1.58,N
12/07/2025,17:00,REGUP,3.68,N
12/07/2025,17:00,REGDN,5,N
12/07/2025,18:00,ECRS,5.1,N
12/07/2025,18:00,RRS,5.1,N
12/07/2025,18:00,NSPIN,15,N
12/07/2025,18:00,REGUP,5.03,N
12/07/2025,18:00,REGDN,0.21,N
12/07/2025,19:00,NSPIN,16.98,N
12/07/2025,19:00,ECRS,15.94,N
12/07/2025,19:00,RRS,15.94,N
12/07/2025,19:00,REGDN,0.03,N
12/07/2025,19:00,REGUP,14.85,N
12/07/2025,20:00,ECRS,15.67,N
12/07/2025,20:00,NSPIN,16.5,N
12/07/2025,20:00,RRS,15.67,N
12/07/2025,20:00,REGDN,3.35,N
12/07/2025,20:00,REGUP,15.67,N
12/07/2025,21:00,ECRS,7.9,N
12/07/2025,21:00,NSPIN,12.68,N
12/07/2025,21:00,RRS,7.9,N
12/07/2025,21:00,REGUP,7.9,N
12/07/2025,21:00,REGDN,3.71,N
12/07/2025,22:00,NSPIN,12.84,N
12/07/2025,22:00,ECRS,5.7,N
12/07/2025,22:00,RRS,5.7,N
12/07/2025,22:00,REGDN,4.94,N
12/07/2025,22:00,REGUP,7.09,N
12/07/2025,23:00,ECRS,3,N
12/07/2025,23:00,NSPIN,11.65,N
12/07/2025,23:00,RRS,7.52,N
12/07/2025,23:00,REGUP,9.1,N
12/07/2025,23:00,REGDN,2.66,N
12/07/2025,24:00,ECRS,3,N
12/07/2025,24:00,NSPIN,10.27,N
12/07/2025,24:00,RRS,6.87,N
12/07/2025,24:00,REGUP,7.99,N
12/07/2025,24:00,REGDN,3.06,N
12/08/2025,01:00,ECRS,1,N
12/08/2025,01:00,REGDN,1.2,N
12/08/2025,01:00,REGUP,2.53,N
12/08/2025,01:00,NSPIN,5,N
12/08/2025,01:00,RRS,1,N
12/08/2025,02:00,ECRS,0.68,N
12/08/2025,02:00,NSPIN,5.18,N
12/08/2025,02:00,RRS,0.59,N
12/08/2025,02:00,REGUP,2.15,N
12/08/2025,02:00,REGDN,1.39,N
12/08/2025,03:00,NSPIN,5,N
12/08/2025,03:00,ECRS,0.92,N
12/08/2025,03:00,RRS,0.92,N
12/08/2025,03:00,REGDN,1.2,N
12/08/2025,03:00,REGUP,2.5,N
12/08/2025,04:00,ECRS,0.5,N
12/08/2025,04:00,NSPIN,5.3,N
12/08/2025,04:00,RRS,0.49,N
12/08/2025,04:00,REGUP,2.58,N
12/08/2025,04:00,REGDN,1,N
12/08/2025,05:00,ECRS,0.49,N
12/08/2025,05:00,RRS,0.49,N
12/08/2025,05:00,NSPIN,6.86,N
12/08/2025,05:00,REGUP,2.08,N
12/08/2025,05:00,REGDN,1.62,N
12/08/2025,06:00,ECRS,0.96,N
12/08/2025,06:00,REGDN,2.34,N
12/08/2025,06:00,REGUP,0.85,N
12/08/2025,06:00,RRS,0.96,N
12/08/2025,06:00,NSPIN,16.92,N
12/08/2025,07:00,ECRS,9.32,N
12/08/2025,07:00,REGDN,0.02,N
12/08/2025,07:00,REGUP,9.2,N
12/08/2025,07:00,RRS,9.32,N
12/08/2025,07:00,NSPIN,17.18,N
12/08/2025,08:00,ECRS,21.95,N
12/08/2025,08:00,NSPIN,21.95,N
12/08/2025,08:00,RRS,21.95,N
12/08/2025,08:00,REGUP,16.93,N
12/08/2025,08:00,REGDN,0.01,N
12/08/2025,09:00,ECRS,12.9,N
12/08/2025,09:00,REGDN,5,N
12/08/2025,09:00,REGUP,12.9,N
12/08/2025,09:00,RRS,12.9,N
12/08/2025,09:00,NSPIN,12.9,N
12/08/2025,10:00,ECRS,3.75,N
12/08/2025,10:00,NSPIN,4,N
12/08/2025,10:00,RRS,3.75,N
12/08/2025,10:00,REGDN,3.25,N
12/08/2025,10:00,REGUP,4.5,N
12/08/2025,11:00,NSPIN,4.5,N
12/08/2025,11:00,ECRS,3,N
12/08/2025,11:00,RRS,3,N
12/08/2025,11:00,REGDN,3.2,N
12/08/2025,11:00,REGUP,3.62,N
12/08/2025,12:00,ECRS,1,N
12/08/2025,12:00,RRS,1,N
12/08/2025,12:00,NSPIN,5,N
12/08/2025,12:00,REGUP,1.57,N
12/08/2025,12:00,REGDN,3.65,N
12/08/2025,13:00,ECRS,0.74,N
12/08/2025,13:00,NSPIN,5,N
12/08/2025,13:00,RRS,0.74,N
12/08/2025,13:00,REGUP,1.35,N
12/08/2025,13:00,REGDN,2.53,N
12/08/2025,14:00,ECRS,0.59,N
12/08/2025,14:00,NSPIN,3.4,N
12/08/2025,14:00,RRS,0.5,N
12/08/2025,14:00,REGUP,2,N
12/08/2025,14:00,REGDN,2.37,N
12/08/2025,15:00,ECRS,0.74,N
12/08/2025,15:00,NSPIN,3,N
12/08/2025,15:00,RRS,0.65,N
12/08/2025,15:00,REGUP,3.2,N
12/08/2025,15:00,REGDN,5.62,N
12/08/2025,16:00,NSPIN,3,N
12/08/2025,16:00,ECRS,0.89,N
12/08/2025,16:00,RRS,0.8,N
12/08/2025,16:00,REGDN,5,N
12/08/2025,16:00,REGUP,2.67,N
12/08/2025,17:00,ECRS,1.03,N
12/08/2025,17:00,NSPIN,5,N
12/08/2025,17:00,RRS,1.03,N
12/08/2025,17:00,REGUP,0.98,N
12/08/2025,17:00,REGDN,1.17,N
12/08/2025,18:00,ECRS,9.36,N
12/08/2025,18:00,RRS,9.36,N
12/08/2025,18:00,NSPIN,12.9,N
12/08/2025,18:00,REGUP,10.38,N
12/08/2025,18:00,REGDN,0.02,N
12/08/2025,19:00,NSPIN,11.9,N
12/08/2025,19:00,ECRS,10.4,N
12/08/2025,19:00,RRS,10.4,N
12/08/2025,19:00,REGDN,0.03,N
12/08/2025,19:00,REGUP,10.4,N
12/08/2025,20:00,ECRS,6.96,N
12/08/2025,20:00,NSPIN,11.73,N
12/08/2025,20:00,RRS,6.96,N
12/08/2025,20:00,REGDN,1.5,N
12/08/2025,20:00,REGUP,7.69,N
12/08/2025,21:00,ECRS,3,N
12/08/2025,21:00,NSPIN,10.12,N
12/08/2025,21:00,RRS,6.02,N
12/08/2025,21:00,REGUP,6.62,N
12/08/2025,21:00,REGDN,2.48,N
12/08/2025,22:00,NSPIN,6.72,N
12/08/2025,22:00,ECRS,3,N
12/08/2025,22:00,RRS,4.52,N
12/08/2025,22:00,REGDN,2.72,N
12/08/2025,22:00,REGUP,5.51,N
12/08/2025,23:00,ECRS,3,N
12/08/2025,23:00,NSPIN,8.01,N
12/08/2025,23:00,RRS,4.06,N
12/08/2025,23:00,REGUP,5.08,N
12/08/2025,23:00,REGDN,2.32,N
12/08/2025,24:00,ECRS,3,N
12/08/2025,24:00,NSPIN,7.41,N
12/08/2025,24:00,RRS,3.94,N
12/08/2025,24:00,REGUP,4.62,N
12/08/2025,24:00,REGDN,2.76,N
12/09/2025,01:00,ECRS,1,N
12/09/2025,01:00,REGUP,1.88,N
12/09/2025,01:00,REGDN,1.2,N
12/09/2025,01:00,RRS,0.98,N
12/09/2025,01:00,NSPIN,5,N
12/09/2025,02:00,ECRS,0.84,N
12/09/2025,02:00,REGDN,0.53,N
12/09/2025,02:00,REGUP,2.28,N
12/09/2025,02:00,RRS,0.75,N
12/09/2025,02:00,NSPIN,5.03,N
12/09/2025,03:00,ECRS,0.9,N
12/09/2025,03:00,NSPIN,4.81,N
12/09/2025,03:00,RRS,0.9,N
12/09/2025,03:00,REGUP,1.66,N
12/09/2025,03:00,REGDN,0.67,N
12/09/2025,04:00,ECRS,0.5,N
12/09/2025,04:00,NSPIN,5,N
12/09/2025,04:00,RRS,0.49,N
12/09/2025,04:00,REGUP,1.32,N
12/09/2025,04:00,REGDN,0.45,N
12/09/2025,05:00,NSPIN,5,N
12/09/2025,05:00,ECRS,0.7,N
12/09/2025,05:00,RRS,0.7,N
12/09/2025,05:00,REGDN,1.2,N
12/09/2025,05:00,REGUP,0.66,N
12/09/2025,06:00,ECRS,1.12,N
12/09/2025,06:00,REGDN,0.02,N
12/09/2025,06:00,REGUP,1.01,N
12/09/2025,06:00,RRS,1.12,N
12/09/2025,06:00,NSPIN,7.85,N
12/09/2025,07:00,ECRS,4,N
12/09/2025,07:00,REGDN,0.02,N
12/09/2025,07:00,REGUP,6.98,N
12/09/2025,07:00,RRS,4.99,N
12/09/2025,07:00,NSPIN,12.35,N
12/09/2025,08:00,ECRS,7.69,N
12/09/2025,08:00,NSPIN,15.65,N
12/09/2025,08:00,RRS,7.69,N
12/09/2025,08:00,REGUP,9.09,N
12/09/2025,08:00,REGDN,0.01,N
12/09/2025,09:00,ECRS,5.38,N
12/09/2025,09:00,RRS,5.38,N
12/09/2025,09:00,NSPIN,7.63,N
12/09/2025,09:00,REGUP,5.73,N
12/09/2025,09:00,REGDN,3.87,N
12/09/2025,10:00,ECRS,3,N
12/09/2025,10:00,NSPIN,3.47,N
12/09/2025,10:00,RRS,2.91,N
12/09/2025,10:00,REGUP,3.66,N
12/09/2025,10:00,REGDN,3.28,N
12/09/2025,11:00,ECRS,2.25,N
12/09/2025,11:00,REGDN,2.68,N
12/09/2025,11:00,REGUP,2.88,N
12/09/2025,11:00,RRS,2.25,N
12/09/2025,11:00,NSPIN,3.67,N
12/09/2025,12:00,ECRS,0.98,N
12/09/2025,12:00,NSPIN,4.91,N
12/09/2025,12:00,RRS,0.98,N
12/09/2025,12:00,REGUP,1.43,N
12/09/2025,12:00,REGDN,1.99,N
12/09/2025,13:00,ECRS,0.7,N
12/09/2025,13:00,NSPIN,3.92,N
12/09/2025,13:00,RRS,0.61,N
12/09/2025,13:00,REGUP,1.61,N
12/09/2025,13:00,REGDN,1.92,N
12/09/2025,14:00,ECRS,0.8,N
12/09/2025,14:00,REGDN,3.53,N
12/09/2025,14:00,REGUP,2.67,N
12/09/2025,14:00,RRS,0.71,N
12/09/2025,14:00,NSPIN,2.83,N
12/09/2025,15:00,ECRS,0.94,N
12/09/2025,15:00,NSPIN,2.4,N
12/09/2025,15:00,RRS,0.75,N
12/09/2025,15:00,REGDN,3,N
12/09/2025,15:00,REGUP,2.77,N
12/09/2025,16:00,ECRS,1,N
12/09/2025,16:00,NSPIN,1.73,N
12/09/2025,16:00,RRS,0.81,N
12/09/2025,16:00,REGUP,2.67,N
12/09/2025,16:00,REGDN,5,N
12/09/2025,17:00,NSPIN,1.7,N
12/09/2025,17:00,ECRS,1,N
12/09/2025,17:00,RRS,1,N
12/09/2025,17:00,REGDN,2.4,N
12/09/2025,17:00,REGUP,0.89,N
12/09/2025,18:00,ECRS,3.89,N
12/09/2025,18:00,NSPIN,5,N
12/09/2025,18:00,RRS,3.89,N
12/09/2025,18:00,REGUP,5,N
12/09/2025,18:00,REGDN,0.02,N
12/09/2025,19:00,ECRS,3.37,N
12/09/2025,19:00,RRS,3.37,N
12/09/2025,19:00,NSPIN,6.5,N
12/09/2025,19:00,REGUP,3.37,N
12/09/2025,19:00,REGDN,0.03,N
12/09/2025,20:00,ECRS,4,N
12/09/2025,20:00,REGDN,0.02,N
12/09/2025,20:00,REGUP,5,N
12/09/2025,20:00,RRS,4.37,N
12/09/2025,20:00,NSPIN,6.5,N
12/09/2025,21:00,ECRS,3,N
12/09/2025,21:00,REGDN,0.94,N
12/09/2025,21:00,REGUP,4.26,N
12/09/2025,21:00,RRS,4.06,N
12/09/2025,21:00,NSPIN,6.79,N
12/09/2025,22:00,ECRS,2.3,N
12/09/2025,22:00,NSPIN,6.5,N
12/09/2025,22:00,RRS,3.43,N
12/09/2025,22:00,REGUP,4.39,N
12/09/2025,22:00,REGDN,1.91,N
12/09/2025,23:00,ECRS,3,N
12/09/2025,23:00,NSPIN,6.11,N
12/09/2025,23:00,RRS,3.23,N
12/09/2025,23:00,REGUP,3.89,N
12/09/2025,23:00,REGDN,0.13,N
12/09/2025,24:00,REGDN,1.99,N
12/09/2025,24:00,ECRS,3,N
12/09/2025,24:00,NSPIN,6,N
12/09/2025,24:00,RRS,3.43,N
12/09/2025,24:00,REGUP,3.95,N
12/10/2025,01:00,ECRS,1,N
12/10/2025,01:00,REGDN,1.24,N
12/10/2025,01:00,REGUP,1.76,N
12/10/2025,01:00,NSPIN,3,N
12/10/2025,01:00,RRS,1,N
12/10/2025,02:00,ECRS,0.82,N
12/10/2025,02:00,NSPIN,3,N
12/10/2025,02:00,RRS,0.82,N
12/10/2025,02:00,REGUP,1.61,N
12/10/2025,02:00,REGDN,0.95,N
12/10/2025,03:00,NSPIN,3,N
12/10/2025,03:00,ECRS,0.69,N
12/10/2025,03:00,RRS,0.6,N
12/10/2025,03:00,REGDN,1.19,N
12/10/2025,03:00,REGUP,1.53,N
12/10/2025,04:00,ECRS,0.7,N
12/10/2025,04:00,NSPIN,3,N
12/10/2025,04:00,RRS,0.65,N
12/10/2025,04:00,REGUP,1.94,N
12/10/2025,04:00,REGDN,1,N
12/10/2025,05:00,ECRS,0.8,N
12/10/2025,05:00,RRS,0.8,N
12/10/2025,05:00,NSPIN,3.23,N
12/10/2025,05:00,REGUP,1.49,N
12/10/2025,05:00,REGDN,0.93,N
12/10/2025,06:00,ECRS,0.87,N
12/10/2025,06:00,REGDN,1.11,N
12/10/2025,06:00,REGUP,0.76,N
12/10/2025,06:00,RRS,0.87,N
12/10/2025,06:00,NSPIN,3.99,N
12/10/2025,07:00,ECRS,3,N
12/10/2025,07:00,REGDN,0.01,N
12/10/2025,07:00,REGUP,5,N
12/10/2025,07:00,RRS,3.89,N
12/10/2025,07:00,NSPIN,5,N
12/10/2025,08:00,ECRS,3,N
12/10/2025,08:00,NSPIN,5,N
12/10/2025,08:00,RRS,4.63,N
12/10/2025,08:00,REGUP,4.68,N
12/10/2025,08:00,REGDN,1.28,N
12/10/2025,09:00,ECRS,3,N
12/10/2025,09:00,REGDN,2.78,N
12/10/2025,09:00,REGUP,3.41,N
12/10/2025,09:00,RRS,2.91,N
12/10/2025,09:00,NSPIN,3,N
12/10/2025,10:00,ECRS,2.71,N
12/10/2025,10:00,NSPIN,2.52,N
12/10/2025,10:00,RRS,2.62,N
12/10/2025,10:00,REGDN,4.61,N
12/10/2025,10:00,REGUP,3.21,N
12/10/2025,11:00,NSPIN,2,N
12/10/2025,11:00,ECRS,0.98,N
12/10/2025,11:00,RRS,0.89,N
12/10/2025,11:00,REGDN,5,N
12/10/2025,11:00,REGUP,2.2,N
12/10/2025,12:00,ECRS,0.55,N
12/10/2025,12:00,RRS,0.5,N
12/10/2025,12:00,NSPIN,2.77,N
12/10/2025,12:00,REGUP,1.23,N
12/10/2025,12:00,REGDN,6.22,N
12/10/2025,13:00,ECRS,0.6,N
12/10/2025,13:00,NSPIN,1.99,N
12/10/2025,13:00,RRS,0.55,N
12/10/2025,13:00,REGUP,1.21,N
12/10/2025,13:00,REGDN,5,N
12/10/2025,14:00,ECRS,0.83,N
12/10/2025,14:00,NSPIN,1.5,N
12/10/2025,14:00,RRS,0.74,N
12/10/2025,14:00,REGUP,1.35,N
12/10/2025,14:00,REGDN,5,N
12/10/2025,15:00,ECRS,0.88,N
12/10/2025,15:00,NSPIN,1.5,N
12/10/2025,15:00,RRS,0.74,N
12/10/2025,15:00,REGUP,1.76,N
12/10/2025,15:00,REGDN,5,N
12/10/2025,16:00,NSPIN,1.9,N
12/10/2025,16:00,ECRS,0.88,N
12/10/2025,16:00,RRS,0.79,N
12/10/2025,16:00,REGDN,5.36,N
12/10/2025,16:00,REGUP,1.92,N
12/10/2025,17:00,ECRS,0.91,N
12/10/2025,17:00,NSPIN,1.62,N
12/10/2025,17:00,RRS,0.91,N
12/10/2025,17:00,REGUP,2.93,N
12/10/2025,17:00,REGDN,2.09,N
12/10/2025,18:00,ECRS,1,N
12/10/2025,18:00,RRS,1,N
12/10/2025,18:00,NSPIN,4.5,N
12/10/2025,18:00,REGUP,0.99,N
12/10/2025,18:00,REGDN,4.06,N
12/10/2025,19:00,NSPIN,8.1,N
12/10/2025,19:00,ECRS,0.89,N
12/10/2025,19:00,RRS,0.89,N
12/10/2025,19:00,REGDN,0.16,N
12/10/2025,19:00,REGUP,0.81,N
12/10/2025,20:00,ECRS,8,N
12/10/2025,20:00,NSPIN,10.06,N
12/10/2025,20:00,RRS,8,N
12/10/2025,20:00,REGDN,0.02,N
12/10/2025,20:00,REGUP,9,N
12/10/2025,21:00,ECRS,9.01,N
12/10/2025,21:00,NSPIN,10.3,N
12/10/2025,21:00,RRS,9.01,N
12/10/2025,21:00,REGUP,9.05,N
12/10/2025,21:00,REGDN,0.03,N
12/10/2025,22:00,NSPIN,9.36,N
12/10/2025,22:00,ECRS,9.36,N
12/10/2025,22:00,RRS,9.35,N
12/10/2025,22:00,REGDN,3.63,N
12/10/2025,22:00,REGUP,9.36,N
12/10/2025,23:00,ECRS,6.98,N
12/10/2025,23:00,NSPIN,7.2,N
12/10/2025,23:00,RRS,6.98,N
12/10/2025,23:00,REGUP,7.2,N
12/10/2025,23:00,REGDN,2.57,N
12/10/2025,24:00,ECRS,4,N
12/10/2025,24:00,NSPIN,8.07,N
12/10/2025,24:00,RRS,7,N
12/10/2025,24:00,REGUP,7.85,N
12/10/2025,24:00,REGDN,2.74,N
12/11/2025,01:00,ECRS,2.32,N
12/11/2025,01:00,REGDN,1.46,N
12/11/2025,01:00,REGUP,3.6,N
12/11/2025,01:00,NSPIN,5,N
12/11/2025,01:00,RRS,2.72,N
12/11/2025,02:00,ECRS,0.78,N
12/11/2025,02:00,NSPIN,5,N
12/11/2025,02:00,RRS,0.69,N
12/11/2025,02:00,REGUP,2.14,N
12/11/2025,02:00,REGDN,1.19,N
12/11/2025,03:00,NSPIN,3.45,N
12/11/2025,03:00,ECRS,0.7,N
12/11/2025,03:00,RRS,0.7,N
12/11/2025,03:00,REGDN,1.2,N
12/11/2025,03:00,REGUP,2.03,N
12/11/2025,04:00,ECRS,0.64,N
12/11/2025,04:00,NSPIN,3.8,N
12/11/2025,04:00,RRS,0.64,N
12/11/2025,04:00,REGUP,1.79,N
12/11/2025,04:00,REGDN,1.55,N
12/11/2025,05:00,ECRS,0.84,N
12/11/2025,05:00,RRS,0.84,N
12/11/2025,05:00,NSPIN,4.22,N
12/11/2025,05:00,REGUP,0.8,N
12/11/2025,05:00,REGDN,0.99,N
12/11/2025,06:00,ECRS,1.2,N
12/11/2025,06:00,REGDN,0.02,N
12/11/2025,06:00,REGUP,1.32,N
12/11/2025,06:00,RRS,1.32,N
12/11/2025,06:00,NSPIN,4.18,N
12/11/2025,07:00,ECRS,4.51,N
12/11/2025,07:00,REGDN,0.01,N
12/11/2025,07:00,REGUP,5.04,N
12/11/2025,07:00,RRS,5,N
12/11/2025,07:00,NSPIN,5.04,N
12/11/2025,08:00,ECRS,7.92,N
12/11/2025,08:00,NSPIN,5.92,N
12/11/2025,08:00,RRS,7.9,N
12/11/2025,08:00,REGUP,7.92,N
12/11/2025,08:00,REGDN,0.26,N
12/11/2025,09:00,ECRS,4.57,N
12/11/2025,09:00,REGDN,3.71,N
12/11/2025,09:00,REGUP,4.93,N
12/11/2025,09:00,RRS,4.48,N
12/11/2025,09:00,NSPIN,5,N
12/11/2025,10:00,ECRS,2.29,N
12/11/2025,10:00,NSPIN,3,N
12/11/2025,10:00,RRS,1.99,N
12/11/2025,10:00,REGDN,1.73,N
12/11/2025,10:00,REGUP,2.81,N
12/11/2025,11:00,NSPIN,2.76,N
12/11/2025,11:00,ECRS,2.15,N
12/11/2025,11:00,RRS,2.03,N
12/11/2025,11:00,REGDN,1.24,N
12/11/2025,11:00,REGUP,2.5,N
12/11/2025,12:00,ECRS,0.89,N
12/11/2025,12:00,RRS,0.8,N
12/11/2025,12:00,NSPIN,2.61,N
12/11/2025,12:00,REGUP,1.16,N
12/11/2025,12:00,REGDN,1.53,N
12/11/2025,13:00,ECRS,0.8,N
12/11/2025,13:00,NSPIN,2.5,N
12/11/2025,13:00,RRS,0.71,N
12/11/2025,13:00,REGUP,1.63,N
12/11/2025,13:00,REGDN,1.68,N
12/11/2025,14:00,ECRS,0.83,N
12/11/2025,14:00,NSPIN,1.72,N
12/11/2025,14:00,RRS,0.64,N
12/11/2025,14:00,REGUP,1.4,N
12/11/2025,14:00,REGDN,1.37,N
12/11/2025,15:00,ECRS,0.92,N
12/11/2025,15:00,NSPIN,1.5,N
12/11/2025,15:00,RRS,0.73,N
12/11/2025,15:00,REGUP,1.84,N
12/11/2025,15:00,REGDN,4.2,N
12/11/2025,16:00,NSPIN,1.52,N
12/11/2025,16:00,ECRS,0.98,N
12/11/2025,16:00,RRS,0.79,N
12/11/2025,16:00,REGDN,3.92,N
12/11/2025,16:00,REGUP,1.78,N
12/11/2025,17:00,ECRS,0.96,N
12/11/2025,17:00,NSPIN,1.9,N
12/11/2025,17:00,RRS,0.89,N
12/11/2025,17:00,REGUP,2.35,N
12/11/2025,17:00,REGDN,5,N
12/11/2025,18:00,ECRS,3.5,N
12/11/2025,18:00,RRS,3,N
12/11/2025,18:00,NSPIN,3,N
12/11/2025,18:00,REGUP,5,N
12/11/2025,18:00,REGDN,0.02,N
12/11/2025,19:00,NSPIN,4.46,N
12/11/2025,19:00,ECRS,4.46,N
12/11/2025,19:00,RRS,4.46,N
12/11/2025,19:00,REGDN,0.03,N
12/11/2025,19:00,REGUP,4.49,N
12/11/2025,20:00,ECRS,3.04,N
12/11/2025,20:00,NSPIN,5,N
12/11/2025,20:00,RRS,3.04,N
12/11/2025,20:00,REGDN,1.82,N
12/11/2025,20:00,REGUP,3.68,N
12/11/2025,21:00,ECRS,2.61,N
12/11/2025,21:00,NSPIN,4.08,N
12/11/2025,21:00,RRS,2.52,N
12/11/2025,21:00,REGUP,3.02,N
12/11/2025,21:00,REGDN,1.91,N
12/11/2025,22:00,NSPIN,3.71,N
12/11/2025,22:00,ECRS,1.8,N
12/11/2025,22:00,RRS,1.71,N
12/11/2025,22:00,REGDN,1.34,N
12/11/2025,22:00,REGUP,2.87,N
12/11/2025,23:00,ECRS,2.53,N
12/11/2025,23:00,NSPIN,4.53,N
12/11/2025,23:00,RRS,2.53,N
12/11/2025,23:00,REGUP,3.2,N
12/11/2025,23:00,REGDN,0.15,N
12/11/2025,24:00,ECRS,2.52,N
12/11/2025,24:00,NSPIN,4.52,N
12/11/2025,24:00,RRS,2.52,N
12/11/2025,24:00,REGUP,3.05,N
12/11/2025,24:00,REGDN,1.69,N
12/12/2025,01:00,ECRS,1.18,N
12/12/2025,01:00,REGDN,0.81,N
12/12/2025,01:00,REGUP,1.72,N
12/12/2025,01:00,NSPIN,3,N
12/12/2025,01:00,RRS,1.09,N
12/12/2025,02:00,ECRS,0.59,N
12/12/2025,02:00,NSPIN,3.3,N
12/12/2025,02:00,RRS,0.5,N
12/12/2025,02:00,REGUP,1.44,N
12/12/2025,02:00,REGDN,0.84,N
12/12/2025,03:00,NSPIN,3,N
12/12/2025,03:00,ECRS,0.56,N
12/12/2025,03:00,RRS,0.47,N
12/12/2025,03:00,REGDN,1.11,N
12/12/2025,03:00,REGUP,1.19,N
12/12/2025,04:00,ECRS,0.51,N
12/12/2025,04:00,NSPIN,3.11,N
12/12/2025,04:00,RRS,0.42,N
12/12/2025,04:00,REGUP,1.2,N
12/12/2025,04:00,REGDN,1.2,N
12/12/2025,05:00,ECRS,0.49,N
12/12/2025,05:00,RRS,0.49,N
12/12/2025,05:00,NSPIN,3.8,N
12/12/2025,05:00,REGUP,1.39,N
12/12/2025,05:00,REGDN,0.78,N
12/12/2025,06:00,ECRS,0.53,N
12/12/2025,06:00,REGDN,1,N
12/12/2025,06:00,REGUP,0.49,N
12/12/2025,06:00,RRS,0.53,N
12/12/2025,06:00,NSPIN,4.04,N
12/12/2025,07:00,ECRS,1,N
12/12/2025,07:00,REGDN,0.01,N
12/12/2025,07:00,REGUP,0.96,N
12/12/2025,07:00,RRS,1,N
12/12/2025,07:00,NSPIN,5.5,N
12/12/2025,08:00,ECRS,3.5,N
12/12/2025,08:00,NSPIN,5.21,N
12/12/2025,08:00,RRS,3.5,N
12/12/2025,08:00,REGUP,3.5,N
12/12/2025,08:00,REGDN,0.01,N
12/12/2025,09:00,ECRS,3.95,N
12/12/2025,09:00,REGDN,3.45,N
12/12/2025,09:00,REGUP,3.95,N
12/12/2025,09:00,RRS,3.76,N
12/12/2025,09:00,NSPIN,5,N
12/12/2025,10:00,ECRS,0.99,N
12/12/2025,10:00,NSPIN,2.5,N
12/12/2025,10:00,RRS,0.8,N
12/12/2025,10:00,REGDN,1.25,N
12/12/2025,10:00,REGUP,1.3,N
12/12/2025,11:00,NSPIN,1.9,N
12/12/2025,11:00,ECRS,0.59,N
12/12/2025,11:00,RRS,0.5,N
12/12/2025,11:00,REGDN,2.76,N
12/12/2025,11:00,REGUP,1.27,N
12/12/2025,12:00,ECRS,0.44,N
12/12/2025,12:00,RRS,0.39,N
12/12/2025,12:00,NSPIN,2.2,N
12/12/2025,12:00,REGUP,0.99,N
12/12/2025,12:00,REGDN,1.78,N
12/12/2025,13:00,ECRS,0.44,N
12/12/2025,13:00,NSPIN,2.2,N
12/12/2025,13:00,RRS,0.41,N
12/12/2025,13:00,REGUP,0.89,N
12/12/2025,13:00,REGDN,3.3,N
12/12/2025,14:00,ECRS,0.5,N
12/12/2025,14:00,NSPIN,1.6,N
12/12/2025,14:00,RRS,0.5,N
12/12/2025,14:00,REGUP,0.99,N
12/12/2025,14:00,REGDN,1.36,N
12/12/2025,15:00,ECRS,0.59,N
12/12/2025,15:00,NSPIN,1.5,N
12/12/2025,15:00,RRS,0.5,N
12/12/2025,15:00,REGUP,1.19,N
12/12/2025,15:00,REGDN,5,N
12/12/2025,16:00,NSPIN,1.73,N
12/12/2025,16:00,ECRS,0.63,N
12/12/2025,16:00,RRS,0.54,N
12/12/2025,16:00,REGDN,20,N
12/12/2025,16:00,REGUP,1.22,N
12/12/2025,17:00,ECRS,0.71,N
12/12/2025,17:00,NSPIN,2.8,N
12/12/2025,17:00,RRS,0.71,N
12/12/2025,17:00,REGUP,2.74,N
